Datetime,Open,High,Low,Close,Volume,Change,Change_Pct,Bar_Range,Body,Upper_Wick_Pct,Lower_Wick_Pct,VWAP,Cum_Volume,Vol_Delta,Cum_Vol_Delta,EMA_9,EMA_21,RSI_14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Mid,BB_Lower,Vol_SMA_20,Rel_Volume
2026-06-15 09:50:00-04:00,18.02,18.02,17.9,18.0,5550,-0.02,-0.111,0.12,0.02,0.0,83.3331,18.0137,190902.0,-5550,129604.0,17.8043,17.6783,62.3214,0.1034,0.049,0.0544,18.0684,17.6394,17.2104,22224.25,0.2497
2026-06-15 09:55:00-04:00,17.985,18.16,17.8446,18.13,28418,0.13,0.7222,0.3154,0.145,9.512,44.515,18.0177,219320.0,28418,158022.0,17.8694,17.7193,65.4811,0.1255,0.0643,0.0612,18.1474,17.6692,17.191,23516.35,1.2084
2026-06-15 10:00:00-04:00,18.13,18.15,17.75,17.76,19990,-0.37,-2.0408,0.4,0.37,5.0001,2.5001,18.0068,239310.0,-19990,138032.0,17.8475,17.723,52.0916,0.1118,0.0738,0.038,18.1561,17.6785,17.2008,24061.3,0.8308
2026-06-15 10:05:00-04:00,17.765,17.82,17.67,17.74,10725,-0.02,-0.1126,0.15,0.025,36.667,46.6666,17.9955,250035.0,-10725,127307.0,17.826,17.7246,51.4789,0.0983,0.0787,0.0196,18.1622,17.685,17.2078,24324.55,0.4409
2026-06-15 10:10:00-04:00,17.74,17.775,17.7,17.71,4061,-0.03,-0.1691,0.075,0.03,46.6672,13.3313,17.9912,254096.0,-4061,123246.0,17.8028,17.7232,50.5189,0.0841,0.0798,0.0043,18.1661,17.693,17.22,24164.95,0.1681
2026-06-15 10:15:00-04:00,17.73,17.73,17.55,17.715,16316,0.005,0.0282,0.18,0.015,0.0,91.667,17.9715,270412.0,-16316,106930.0,17.7853,17.7225,50.684,0.0725,0.0783,-0.0058,18.1698,17.6988,17.2277,24883.9,0.6557
2026-06-15 10:20:00-04:00,17.79,17.795,17.62,17.62,3792,-0.095,-0.5363,0.175,0.17,2.8567,0.0,17.9675,274204.0,-3792,103138.0,17.7522,17.7132,47.4456,0.055,0.0736,-0.0187,18.17,17.6998,17.2295,24834.9,0.1527
2026-06-15 10:25:00-04:00,17.67,17.73,17.6501,17.7,7123,0.08,0.454,0.0799,0.03,37.546,24.9057,17.9605,281327.0,7123,110261.0,17.7418,17.712,50.324,0.047,0.0683,-0.0213,18.172,17.7078,17.2435,24679.8,0.2886
2026-06-15 10:30:00-04:00,17.675,17.7,17.63,17.65,7034,-0.05,-0.2825,0.07,0.025,35.7156,28.5714,17.9532,288361.0,-7034,103227.0,17.7234,17.7063,48.5347,0.0362,0.0619,-0.0257,18.1723,17.712,17.2517,24961.65,0.2818
2026-06-15 10:35:00-04:00,17.8,17.84,17.6887,17.84,3054,0.19,1.0765,0.1513,0.04,0.0,73.5619,17.9515,291415.0,3054,106281.0,17.7467,17.7185,55.0718,0.0425,0.058,-0.0155,18.1844,17.7243,17.2642,24463.65,0.1248
2026-06-15 10:40:00-04:00,17.765,17.86,17.705,17.86,7827,0.02,0.1121,0.155,0.095,0.0,38.7092,17.9478,299242.0,7827,114108.0,17.7694,17.7314,55.7096,0.0486,0.0561,-0.0076,18.197,17.7383,17.2797,23515.95,0.3328
2026-06-15 10:45:00-04:00,17.845,17.89,17.79,17.79,3210,-0.07,-0.3919,0.1,0.055,45.0008,0.0,17.9464,302452.0,-3210,110898.0,17.7735,17.7367,52.8804,0.0472,0.0543,-0.0072,18.2018,17.7488,17.2959,22737.55,0.1412
2026-06-15 10:50:00-04:00,17.7573,17.8,17.73,17.77,7148,-0.02,-0.1124,0.07,0.0127,42.8556,39.0,17.9423,309600.0,7148,118046.0,17.7728,17.7397,52.0667,0.0439,0.0523,-0.0083,18.2015,17.7612,17.3209,21962.95,0.3255
2026-06-15 10:55:00-04:00,17.775,17.775,17.706,17.73,4580,-0.04,-0.2251,0.069,0.045,0.0,34.7827,17.9393,314180.0,-4580,113466.0,17.7642,17.7388,50.3966,0.0377,0.0493,-0.0116,18.1772,17.78,17.3827,20077.8,0.2281
2026-06-15 11:00:00-04:00,17.73,17.91,17.7,17.89,6859,0.16,0.9024,0.21,0.16,9.5241,14.2852,17.937,321039.0,6859,120325.0,17.7894,17.7526,56.4184,0.0452,0.0485,-0.0033,18.1594,17.805,17.4506,19630.3,0.3494
2026-06-15 11:05:00-04:00,17.89,17.95,17.8074,17.9,2620,0.01,0.0559,0.1426,0.01,35.0637,57.9236,17.9366,323659.0,2620,122945.0,17.8115,17.766,56.7716,0.0513,0.0491,0.0022,18.1253,17.831,17.5367,16182.95,0.1619
2026-06-15 11:10:00-04:00,17.89,17.89,17.89,17.89,504,-0.01,-0.0559,0.0,0.0,,,17.9365,324163.0,504,123449.0,17.8272,17.7773,56.2804,0.0547,0.0502,0.0045,18.0826,17.8195,17.5564,10458.75,0.0482
2026-06-15 11:15:00-04:00,17.86,17.89,17.82,17.8758,4023,-0.0142,-0.0794,0.07,0.0158,20.2861,57.1444,17.9356,328186.0,4023,127472.0,17.8369,17.7862,55.5454,0.0556,0.0513,0.0044,18.088,17.8255,17.5631,9404.95,0.4278
2026-06-15 11:20:00-04:00,17.835,17.87,17.83,17.87,2093,-0.0058,-0.0324,0.04,0.035,0.0,12.4976,17.9351,330279.0,2093,129565.0,17.8435,17.7938,55.2282,0.0553,0.0521,0.0032,18.0826,17.823,17.5635,8108.05,0.2581
2026-06-15 11:25:00-04:00,17.8623,17.9,17.8014,17.9,4484,0.03,0.1679,0.0986,0.0377,0.0,61.7661,17.9342,334763.0,4484,134049.0,17.8548,17.8035,56.6087,0.0567,0.053,0.0037,18.0626,17.817,17.5715,7470.55,0.6002
2026-06-15 11:30:00-04:00,17.86,17.916,17.8367,17.89,3541,-0.01,-0.0559,0.0793,0.03,32.7881,29.3823,17.9337,338304.0,3541,137590.0,17.8619,17.8113,55.9889,0.0564,0.0537,0.0027,18.0445,17.8115,17.5786,7370.1,0.4805
2026-06-15 11:35:00-04:00,17.895,17.9386,17.89,17.9386,1154,0.0486,0.2717,0.0486,0.0436,0.0,10.29,17.9336,339458.0,1154,138744.0,17.8772,17.8229,58.3741,0.0595,0.0549,0.0046,17.9915,17.802,17.6125,6006.9,0.1921
2026-06-15 11:40:00-04:00,17.925,18.0,17.84,17.9695,22841,0.0309,0.1722,0.16,0.0445,19.0628,53.1245,17.9338,362299.0,22841,161585.0,17.8957,17.8362,59.8633,0.0636,0.0566,0.007,18.0149,17.8124,17.61,6149.45,3.7143
2026-06-15 11:45:00-04:00,17.98,18.0,17.9495,18.0,6427,0.0305,0.1697,0.0505,0.02,0.0,60.3958,17.9347,368726.0,6427,168012.0,17.9165,17.8511,61.3339,0.0685,0.059,0.0096,18.0413,17.8254,17.6096,5934.55,1.083
2026-06-15 11:50:00-04:00,17.9205,17.94,17.89,17.909,13221,-0.091,-0.5056,0.05,0.0115,39.0006,38.0011,17.9339,381947.0,-13221,154791.0,17.915,17.8564,54.874,0.0644,0.0601,0.0043,18.0471,17.8354,17.6237,6392.55,2.0682
2026-06-15 11:55:00-04:00,17.9,17.99,17.89,17.95,11407,0.041,0.2289,0.1,0.05,39.9989,10.0002,17.9342,393354.0,11407,166198.0,17.922,17.8649,57.068,0.0637,0.0608,0.0029,18.0568,17.8471,17.6375,6147.1,1.8557
2026-06-15 12:00:00-04:00,17.98,17.99,17.9065,17.97,11929,0.02,0.1114,0.0835,0.01,11.9763,76.0473,17.9348,405283.0,-11929,154269.0,17.9316,17.8745,58.1371,0.064,0.0614,0.0025,18.0517,17.8646,17.6776,6553.95,1.8201
2026-06-15 12:05:00-04:00,17.935,17.97,17.92,17.9219,6365,-0.0481,-0.2677,0.05,0.0131,70.0008,3.7995,17.9348,411648.0,-6365,147904.0,17.9297,17.8788,54.6143,0.0596,0.0611,-0.0014,18.0474,17.8757,17.7041,6516.05,0.9768
2026-06-15 12:10:00-04:00,17.93,17.9501,17.89,17.92,14122,-0.0019,-0.0106,0.0601,0.01,33.4434,49.9175,17.9344,425770.0,-14122,133782.0,17.9277,17.8825,54.4739,0.0554,0.0599,-0.0045,18.0248,17.8892,17.7537,6870.45,2.0555
2026-06-15 12:15:00-04:00,17.88,17.9,17.84,17.9,1903,-0.02,-0.1116,0.06,0.02,0.0,66.6656,17.9341,427673.0,1903,135685.0,17.9222,17.8841,52.9312,0.0499,0.0579,-0.008,18.0258,17.8922,17.7587,6812.9,0.2793
2026-06-15 12:20:00-04:00,17.885,17.93,17.885,17.91,4920,0.01,0.0559,0.045,0.025,44.4454,0.0,17.9338,432593.0,4920,140605.0,17.9198,17.8865,53.6382,0.0458,0.0555,-0.0097,18.0277,17.8947,17.7618,6667.55,0.7379
2026-06-15 12:25:00-04:00,17.92,18.03,17.92,18.03,14350,0.12,0.67,0.11,0.11,0.0,0.0,17.9357,446943.0,14350,154955.0,17.9418,17.8995,61.1746,0.0516,0.0547,-0.0031,18.0431,17.9067,17.7704,7224.55,1.9863
2026-06-15 12:30:00-04:00,17.975,17.985,17.975,17.985,1867,-0.045,-0.2496,0.01,0.01,0.0,0.0,17.9359,448810.0,1867,156822.0,17.9504,17.9073,57.406,0.052,0.0542,-0.0022,18.0419,17.9175,17.7931,6960.5,0.2682
2026-06-15 12:35:00-04:00,17.9501,17.99,17.92,17.92,7687,-0.065,-0.3614,0.07,0.0301,57.0,0.0,17.936,456497.0,-7687,149135.0,17.9444,17.9084,52.386,0.0465,0.0526,-0.0061,18.0147,17.927,17.8393,7115.85,1.0803
2026-06-15 12:40:00-04:00,17.9,17.9,17.87,17.9,4198,-0.02,-0.1116,0.03,0.0,0.0,100.0,17.9356,460695.0,4198,153333.0,17.9355,17.9077,50.9107,0.0401,0.0501,-0.01,18.0144,17.9275,17.8406,6982.8,0.6012
2026-06-15 12:45:00-04:00,17.915,17.915,17.86,17.89,11034,-0.01,-0.0559,0.055,0.025,0.0,54.5429,17.9345,471729.0,-11034,142299.0,17.9264,17.9061,50.1502,0.0338,0.0469,-0.013,18.0147,17.927,17.8393,7403.5,1.4904
2026-06-15 12:50:00-04:00,17.82,17.93,17.72,17.78,16563,-0.11,-0.6149,0.21,0.04,52.381,28.5719,17.9303,488292.0,-16563,125736.0,17.8971,17.8946,42.6106,0.0198,0.0415,-0.0217,18.0302,17.9215,17.8128,8206.45,2.0183
2026-06-15 12:55:00-04:00,17.78,17.78,17.7,17.7,2482,-0.08,-0.4499,0.08,0.08,0.0,0.0,17.9293,490774.0,-2482,123254.0,17.8577,17.8769,38.1217,0.0021,0.0336,-0.0315,18.0589,17.9127,17.7665,8129.4,0.3053
2026-06-15 13:00:00-04:00,17.745,17.83,17.745,17.83,3131,0.13,0.7345,0.085,0.085,0.0,0.0,17.9285,493905.0,3131,126385.0,17.8522,17.8726,47.7536,-0.0013,0.0266,-0.028,18.0604,17.9107,17.761,8181.3,0.3827
2026-06-15 13:05:00-04:00,17.85,17.85,17.81,17.81,9986,-0.02,-0.1122,0.04,0.04,0.0,0.0,17.9264,503891.0,-9986,116399.0,17.8437,17.867,46.553,-0.0057,0.0202,-0.0258,18.0626,17.9062,17.7498,8456.4,1.1809
2026-06-15 13:15:00-04:00,17.81,17.84,17.8026,17.82,3181,0.01,0.0561,0.0374,0.01,53.4782,19.7827,17.9257,507072.0,3181,119580.0,17.839,17.8627,47.2669,-0.0082,0.0145,-0.0226,18.0637,17.9027,17.7417,8438.4,0.377
2026-06-15 13:20:00-04:00,17.805,17.84,17.805,17.84,3515,0.02,0.1122,0.035,0.035,0.0,0.0,17.925,510587.0,3515,123095.0,17.8392,17.8606,48.7416,-0.0084,0.0099,-0.0183,18.0601,17.8978,17.7354,8556.45,0.4108
2026-06-15 13:25:00-04:00,17.8113,17.85,17.8113,17.85,2730,0.01,0.0561,0.0387,0.0387,0.0,0.0,17.9246,513317.0,2730,125825.0,17.8413,17.8597,49.5019,-0.0078,0.0064,-0.0141,18.0518,17.8918,17.7318,7550.9,0.3615
2026-06-15 13:30:00-04:00,17.8397,17.8397,17.76,17.785,2787,-0.065,-0.3641,0.0797,0.0547,0.0,31.367,17.9239,516104.0,-2787,123038.0,17.8301,17.8529,44.8452,-0.0123,0.0026,-0.015,18.0393,17.881,17.7227,7368.9,0.3782
2026-06-15 13:35:00-04:00,17.8,17.89,17.76,17.89,7360,0.105,0.5904,0.13,0.09,0.0,30.7687,17.9228,523464.0,7360,130398.0,17.8421,17.8562,52.6019,-0.0074,0.0006,-0.008,18.0379,17.8801,17.7223,7075.85,1.0402
2026-06-15 13:40:00-04:00,17.9,17.9,17.82,17.825,7448,-0.065,-0.3633,0.08,0.075,0.0,6.2513,17.9217,530912.0,-7448,122950.0,17.8386,17.8534,48.0929,-0.0086,-0.0012,-0.0074,18.0299,17.8738,17.7178,6877.9,1.0829
2026-06-15 13:45:00-04:00,17.81,17.81,17.76,17.785,2826,-0.04,-0.2244,0.05,0.025,0.0,50.0,17.921,533738.0,-2826,120124.0,17.8279,17.8472,45.5076,-0.0127,-0.0035,-0.0092,18.0186,17.8646,17.7106,6422.75,0.44
2026-06-15 13:50:00-04:00,17.76,17.81,17.711,17.711,5400,-0.074,-0.4161,0.099,0.049,50.5048,0.0,17.9192,539138.0,-5400,114724.0,17.8045,17.8348,41.1054,-0.0216,-0.0071,-0.0145,18.0199,17.8541,17.6882,6374.5,0.8471
2026-06-15 13:55:00-04:00,17.71,17.71,17.71,17.71,400,-0.001,-0.0057,0.0,0.0,,,17.9191,539538.0,400,115124.0,17.7856,17.8235,41.0476,-0.0284,-0.0114,-0.0171,18.0182,17.8436,17.6689,5688.4,0.0703
2026-06-15 14:00:00-04:00,17.705,17.72,17.6444,17.6444,2848,-0.0656,-0.3704,0.0756,0.0606,19.8405,0.0,17.9178,542386.0,-2848,112276.0,17.7574,17.8072,37.3392,-0.0387,-0.0169,-0.0219,18.0244,17.8308,17.6371,5735.65,0.4965
2026-06-15 14:05:00-04:00,17.64,17.735,17.64,17.735,6099,0.0906,0.5135,0.095,0.095,0.0,0.0,17.9154,548485.0,6099,118375.0,17.7529,17.8006,44.7617,-0.0391,-0.0213,-0.0178,18.0164,17.822,17.6276,5794.6,1.0525
2026-06-15 14:10:00-04:00,17.72,17.7427,17.7,17.7427,3161,0.0077,0.0434,0.0427,0.0227,0.0,46.8352,17.9143,551646.0,3161,121536.0,17.7509,17.7954,45.3542,-0.0383,-0.0247,-0.0136,17.9783,17.8077,17.637,5235.15,0.6038
2026-06-15 14:15:00-04:00,17.71,17.7328,17.65,17.6643,1713,-0.0784,-0.4419,0.0828,0.0457,27.5368,17.2721,17.9136,553359.0,-1713,119823.0,17.7336,17.7834,40.5816,-0.0435,-0.0285,-0.0151,17.9521,17.7916,17.6311,5227.45,0.3277
2026-06-15 14:20:00-04:00,17.7,17.7,17.68,17.68,1517,0.0157,0.0889,0.02,0.02,0.0,0.0,17.913,554876.0,-1517,118306.0,17.7228,17.774,41.9001,-0.0459,-0.032,-0.0139,17.9355,17.7796,17.6237,4918.95,0.3084
2026-06-15 14:25:00-04:00,17.71,17.71,17.68,17.69,3246,0.01,0.0566,0.03,0.02,0.0,33.3355,17.9117,558122.0,-3246,115060.0,17.7163,17.7664,42.7712,-0.0464,-0.0348,-0.0115,17.919,17.7691,17.6192,4871.35,0.6663
2026-06-15 14:30:00-04:00,17.68,17.69,17.64,17.68,10155,-0.01,-0.0565,0.05,0.0,20.0,80.0,17.9074,568277.0,10155,125215.0,17.709,17.7585,42.0915,-0.0471,-0.0373,-0.0098,17.9022,17.7586,17.6151,4827.4,2.1036
2026-06-15 14:35:00-04:00,17.68,17.69,17.665,17.69,4010,0.01,0.0566,0.025,0.01,0.0,59.9985,17.9058,572287.0,4010,129225.0,17.7052,17.7523,43.0658,-0.0462,-0.0391,-0.0072,17.9005,17.7541,17.6078,4199.75,0.9548
2026-06-15 14:40:00-04:00,17.69,17.69,17.64,17.64,10299,-0.05,-0.2827,0.05,0.05,0.0,0.0,17.9014,582586.0,-10299,118926.0,17.6922,17.7421,39.4884,-0.0491,-0.0411,-0.008,17.9044,17.7511,17.5978,4590.6,2.2435
2026-06-15 14:45:00-04:00,17.66,17.67,17.6107,17.6362,3274,-0.0038,-0.0215,0.0593,0.0238,16.8639,43.001,17.8999,585860.0,-3274,115652.0,17.681,17.7325,39.2218,-0.051,-0.0431,-0.008,17.8982,17.7414,17.5847,4597.75,0.7121
2026-06-15 14:50:00-04:00,17.64,17.64,17.6,17.615,5566,-0.0212,-0.1202,0.04,0.025,0.0,37.4994,17.8973,591426.0,-5566,110086.0,17.6678,17.7218,37.6926,-0.0537,-0.0452,-0.0085,17.8946,17.7317,17.5687,4376.75,1.2717
2026-06-15 14:55:00-04:00,17.592,17.61,17.59,17.61,6855,-0.005,-0.0284,0.02,0.018,0.0,9.9943,17.8939,598281.0,6855,116941.0,17.6562,17.7116,37.3231,-0.0555,-0.0473,-0.0083,17.8872,17.7212,17.5552,4560.45,1.5031
